Company,Item,Calories,Fat,Carbs,Protein
McDonald’s,Hamburger,250,9,31,12
McDonald’s,Cheeseburger,300,12,33,15
McDonald’s,Double Cheeseburger,440,23,34,25
McDonald’s,McDouble,390,19,33,22
McDonald’s, Quarter Pounder® with Cheese,510,26,40,29
McDonald’s,Double Quarter Pounder® with Cheese,740,42,40,48
McDonald’s,Big Mac®,540,29,45,25
McDonald’s,Big N’ Tasty®,460,24,37,24
McDonald’s,Big N’ Tasty® with Cheese,510,28,38,27
McDonald’s,Angus Bacon & Cheese,790,39,63,45
McDonald’s,Angus Deluxe,750,39,61,40
McDonald’s,Angus Mushroom & Swiss,770,40,59,44
McDonald’s,Filet-O-Fish®,380,18,38,15
McDonald’s,McChicken ®,360,16,40,14
McDonald’s,McRib ®,500,26,44,22
McDonald’s,Premium Grilled Chicken Classic Sandwich,360,9,41,27
McDonald’s,Premium Crispy Chicken Classic Sandwich,510,22,56,24
McDonald’s,Premium Grilled Chicken Club Sandwich,460,17,43,35
McDonald’s,Premium Crispy Chicken Club Sandwich,620,29,57,31
McDonald’s,Premium Grilled Chicken Ranch BLT Sandwich,380,10,41,31
McDonald’s,Premium Crispy Chicken Ranch BLT Sandwich,540,23,56,27
McDonald’s,Southern Style Crispy Chicken Sandwich,400,17,39,24
McDonald’s,Ranch Snack Wrap® (Crispy),340,17,33,14
McDonald’s,Ranch Snack Wrap® (Grilled),270,10,26,18
McDonald’s,Honey Mustard Snack Wrap® (Crispy),330,16,34,14
McDonald’s,Honey Mustard Snack Wrap® (Grilled),260,9,27,18
McDonald’s,Chipotle BBQ Snack Wrap® (Crispy),330,15,35,14
McDonald’s,Chipotle BBQ Snack Wrap® (Grilled),260,9,28,18
McDonald’s,Angus Bacon & Cheese Snack Wrap,390,21,28,21
McDonald’s,Angus Chipotle BBQ Bacon,800,39,66,45
McDonald’s,Angus Chipotle BBQ Bacon Snack Wrap,400,22,30,21
McDonald’s,Angus Deluxe Snack Wrap,410,25,27,20
McDonald’s,Angus Mushroom & Swiss Snack Wrap,430,26,27,22
McDonald’s,Mac Snack Wrap,330,19,26,15
McDonald’s,Small French Fries,230,11,29,3
McDonald’s,Medium French Fries,380,19,48,4
McDonald’s,Large French Fries,500,25,63,6
McDonald’s,Ketchup Packet,15,0,3,0
McDonald’s,Salt Packet,0,0,0,0
McDonald’s,Chicken McNuggets® (4 piece),190,12,12,9
McDonald’s,Chicken McNuggets® (6 piece),280,18,18,13
McDonald’s,Chicken McNuggets® (10 piece),470,30,30,22
McDonald’s,Barbeque Sauce,50,0,12,0
McDonald’s,Honey,50,0,12,0
McDonald’s,Hot Mustard Sauce,60,2.5,9,1
McDonald’s,Sweet ‘N Sour Sauce,50,0,12,0
McDonald’s,Chicken Selects® Premium Breast Strips (3 pc),400,24,23,23
McDonald’s,Chicken Selects® Premium Breast Strips (5 pc),660,40,39,38
McDonald’s,Spicy Buffalo Sauce,60,6,1,0
McDonald’s,Creamy Ranch Sauce,170,18,2,0
McDonald’s,Tangy Honey Mustard Sauce,60,2,10,0
McDonald’s,Southwestern Chipotle Barbeque Sauce,60,0,15,0
McDonald’s,Premium Southwest Salad with Grilled Chicken,320,9,30,30
McDonald’s,Premium Southwest Salad with Crispy Chicken,430,20,38,26
McDonald’s,Premium Southwest Salad (without chicken),140,4.5,20,6
McDonald’s,Premium Bacon Ranch Salad with Grilled Chicken,260,9,12,33
McDonald’s,Premium Bacon Ranch Salad with Crispy Chicken,370,20,20,29
McDonald’s,Premium Bacon Ranch Salad (without chicken),140,7,10,9
McDonald’s,Premium Caesar Salad with Grilled Chicken,220,6,12,30
McDonald’s,Premium Caesar Salad with Crispy Chicken,330,17,20,26
McDonald’s,Premium Caesar Salad (without chicken),90,4,9,7
McDonald’s,Side Salad,20,0,4,1
McDonald’s,Butter Garlic Croutons,60,1.5,10,2
McDonald’s,Snack Size Fruit & Walnut Salad,210,8,31,4
McDonald’s,Salad Dressings,,,,
McDonald’s,Newman’s Own® Creamy Southwest Dressing,100,6,11,1
McDonald’s,Newman’s Own® Creamy Caesar Dressing,190,18,4,2
McDonald’s,Newman’s Own® Low Fat Balsamic Vinaigrette,40,3,4,0
McDonald’s,Newman’s Own® Low Fat Family Recipe Italian Dressing,60,2.5,8,1
McDonald’s,Newman’s Own® Ranch Dressing,170,15,9,1
McDonald’s,Egg McMuffin®,300,12,30,18
McDonald’s,Sausage McMuffin®,370,22,29,14
McDonald’s,Sausage McMuffin® with Egg,450,27,30,21
McDonald’s,English Muffin,160,3,27,5
McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,23,37,15
McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,27,43,15
McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),510,33,36,18
McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),570,37,42,18
McDonald’s,Sausage Biscuit (Regular Size Biscuit),430,27,34,11
McDonald’s,Sausage Biscuit (Large Size Biscuit),480,31,39,11
McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),410,20,41,17
McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),470,24,46,17
McDonald’s,"Steak, Egg & Cheese Bagel",660,33,56,33
McDonald’s,"Bacon, Egg & Cheese McGriddles®",420,18,48,15
McDonald’s,"Sausage, Egg & Cheese McGriddles®",560,32,48,20
McDonald’s,Sausage McGriddles®,420,22,44,11
McDonald’s,Big Breakfast® (Regular Size Biscuit),740,48,51,28
McDonald’s,Big Breakfast® (Large Size Biscuit),800,52,56,28
McDonald’s,Big Breakfast with Hotcakes (Regular Size Biscuit),1090,56,111,36
McDonald’s,Big Breakfast with Hotcakes (Large Size Biscuit),1150,60,116,36
McDonald’s,Sausage Burrito,300,16,26,12
McDonald’s,McSkillet™ Burrito with Sausage,610,36,44,27
McDonald’s,Hotcakes,350,9,60,8
McDonald’s,Hotcakes and Sausage,520,24,61,15
McDonald’s,Hotcake Syrup,180,0,45,0
McDonald’s,Whipped Margarine (1 pat),40,4.5,0,0
McDonald’s,Hash Brown,150,9,15,1
McDonald’s,Grape Jam,35,0,9,0
McDonald’s,Strawberry Preserves,35,0,9,0
McDonald’s,"Bacon, Egg & Cheese Bagel",560,27,56,24
McDonald’s,Fruit & Maple Oatmeal,290,4.5,57,5
McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,260,4.5,48,5
McDonald’s,Hamburger Happy Meal,475,16,62,22
McDonald’s,4 Piece Chicken McNuggets Happy Meal,395,17,41,19
McDonald’s,6 Piece Chicken McNuggets® Happy Meal,475,22,46,24
McDonald’s,Fruit ‘n Yogurt Parfait (7 oz),160,2,31,4
McDonald’s,Low Fat Caramel Dip,70,0.5,15,0
McDonald’s,Vanilla Reduced Fat Ice Cream Cone,150,3.5,24,4
McDonald’s,Kiddie Cone,45,1,8,1
McDonald’s,Strawberry Sundae,280,6,49,6
McDonald’s,Hot Caramel Sundae,340,8,60,7
McDonald’s,Hot Fudge Sundae,330,10,54,8
McDonald’s,Peanuts (for Sundaes),45,3.5,2,2
McDonald’s,McFlurry® with M&M’S® Candies (12 fl oz cup),710,25,105,15
McDonald’s,McFlurry® with OREO® Cookies (12 fl oz cup),580,19,89,13
McDonald’s,Baked Hot Apple Pie,250,13,32,2
McDonald’s,Cinnamon Melts,460,19,66,6
McDonald’s,McDonaldland® Cookies,260,8,43,4
McDonald’s,Chocolate Chip Cookie,160,8,21,2
McDonald’s,Oatmeal Raisin Cookie,150,6,22,2
McDonald’s,Sugar Cookie,160,7,21,2
McDonald’s,Apple Dippers with Low Fat Caramel Dip,100,0.5,23,0
McDonald’s,Chocolate McCafé® Shake (12 fl oz cup),580,17,94,11
McDonald’s,Chocolate McCafé® Shake (16 fl oz cup),720,20,119,15
McDonald’s,Chocolate McCafé® Shake (22 fl oz cup),880,24,147,18
McDonald’s,Chocolate Triple Thick® Shake (12 fl oz cup),440,10,76,10
McDonald’s,Chocolate Triple Thick® Shake (16 fl oz cup),580,14,102,13
McDonald’s,Chocolate Triple Thick® Shake (21 fl oz cup),770,18,134,18
McDonald’s,Chocolate Triple Thick® Shake (32 fl oz cup),1160,27,203,27
McDonald’s,Snack Size McFlurry® with M&M’S® Candies,430,16,64,9
McDonald’s,Snack Size McFlurry® with OREO® Cookies,340,12,53,8
McDonald’s,Strawberry McCafé® Shake (12 fl oz cup),570,17,92,11
McDonald’s,Strawberry McCafé® Shake (16 fl oz cup),710,20,116,14
McDonald’s,Strawberry McCafé® Shake (22 fl oz cup),860,24,144,18
McDonald’s,Strawberry Triple Thick® Shake (12 fl oz cup),420,10,73,10
McDonald’s,Strawberry Triple Thick® Shake (16 fl oz cup),560,13,97,13
McDonald’s,Strawberry Triple Thick® Shake (21 fl oz cup),740,18,128,17
McDonald’s,Strawberry Triple Thick® Shake (32 fl oz cup),1110,26,194,25
McDonald’s,Vanilla McCafé® Shake (12 fl oz cup),540,16,88,10
McDonald’s,Vanilla McCafé® Shake (16 fl oz cup),680,20,111,14
McDonald’s,Vanilla McCafé® Shake (22 fl oz cup),830,24,138,17
McDonald’s,Vanilla Triple Thick Shake® (32 fl oz cup),1110,26,193,25
McDonald’s,Vanilla Triple Thick® Shake (12 fl oz cup),420,10,72,9
McDonald’s,Vanilla Triple Thick® Shake (16 fl oz cup),550,13,96,13
McDonald’s,Vanilla Triple Thick® Shake (21 fl oz cup),740,18,128,17
McDonald’s,1% Low Fat Milk Jug,100,2.5,12,8
McDonald’s,1% Low Fat Chocolate Milk Jug,170,3,26,9
McDonald’s,Minute Maid® 100% Apple Juice Box,100,0,23,0
McDonald’s,Dasani® Water,0,0,0,0
McDonald’s,Minute Maid® Orange Juice (Small),150,0,30,2
McDonald’s,Minute Maid® Orange Juice (Medium),190,0,39,3
McDonald’s,Minute Maid® Orange Juice (Large),280,0,58,4
McDonald’s,Coca-Cola® Classic (Child),110,0,29,0
McDonald’s,Coca-Cola® Classic (Small),150,0,40,0
McDonald’s,Coca-Cola® Classic (Medium),210,0,58,0
McDonald’s,Coca-Cola® Classic (Large),310,0,86,0
McDonald’s,Diet Coke® (Child),0,0,0,0
McDonald’s,Diet Coke® (Small),0,0,0,0
McDonald’s,Diet Coke® (Medium),0,0,0,0
McDonald’s,Diet Coke® (Large),0,0,0,0
McDonald’s,Sprite® (Child),110,0,28,0
McDonald’s,Sprite® (Small),150,0,39,0
McDonald’s,Sprite® (Medium),210,0,56,0
McDonald’s,Sprite® (Large),310,0,83,0
McDonald’s,Hi-C® Orange Lavaburst (Child),120,0,32,0
McDonald’s,Hi-C® Orange Lavaburst (Small),160,0,44,0
McDonald’s,Hi-C® Orange Lavaburst (Medium),240,0,64,0
McDonald’s,Hi-C® Orange Lavaburst (Large),350,0,94,0
McDonald’s,POWERade® Mountain Blast (Child),70,0,20,0
McDonald’s,POWERade® Mountain Blast (Small),100,0,27,0
McDonald’s,POWERade® Mountain Blast (Medium),150,0,39,0
McDonald’s,POWERade® Mountain Blast (Large),220,0,58,0
McDonald’s,Iced Tea (Child),0,0,0,0
McDonald’s,Iced Tea (Small),0,0,0,0
McDonald’s,Iced Tea (Medium),0,0,0,0
McDonald’s,Iced Tea (Large),0,0,1,0
McDonald’s,Coffee (Small),0,0,0,0
McDonald’s,Coffee (Large),0,0,0,0
McDonald’s,Coffee Cream,20,2,0,0
McDonald’s,Sugar Packet,15,0,4,0
McDonald’s,"EQUAL® 0
Calorie Sweetener",0,0,1,0
McDonald’s,"SPLENDA® No
Calorie Sweetener",0,0,1,0
McDonald’s,Iced Coffee– Caramel (Small),130,5,21,1
McDonald’s,Iced Coffee– Caramel (Medium),190,8,27,2
McDonald’s,Iced Coffee– Caramel (Large),270,11,41,2
McDonald’s,Iced Coffee– Hazelnut (Small),130,5,21,1
McDonald’s,Iced Coffee– Hazelnut (Medium),190,8,29,2
McDonald’s,Iced Coffee– Hazelnut (Large),270,11,43,2
McDonald’s,Iced Coffee– Regular (Small),140,5,22,1
McDonald’s,Iced Coffee– Regular (Medium),200,8,30,2
McDonald’s,Iced Coffee– Regular (Large),280,11,45,2
McDonald’s,Iced Coffee– Vanilla (Small),130,5,21,1
McDonald’s,Iced Coffee– Vanilla (Medium),190,8,29,2
McDonald’s,Iced Coffee– Vanilla (Large),270,11,43,2
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Small),60,5,8,1
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Medium),90,8,11,2
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Large),120,11,16,2
McDonald’s,Sweet Tea (Child),110,0,27,0
McDonald’s,Sweet Tea (Large),280,0,69,1
McDonald’s,Sweet Tea (Medium),180,0,45,1
McDonald’s,Sweet Tea (Small),150,0,36,1
McDonald’s,Nonfat Cappuccino (Small),60,0,9,6
McDonald’s,Nonfat Cappuccino (Medium),80,0,12,8
McDonald’s,Nonfat Cappuccino (Large),90,0,13,9
McDonald’s,Nonfat Latte (Small),90,0,13,9
McDonald’s,Nonfat Latte (Medium),110,0,15,10
McDonald’s,Nonfat Latte (Large),120,0,18,12
McDonald’s,Nonfat Caramel Cappuccino (Small),150,0,33,5
McDonald’s,Nonfat Caramel Cappuccino (Medium),190,0,41,6
McDonald’s,Nonfat Caramel Cappuccino (Large),230,0,49,7
McDonald’s,Nonfat Caramel Latte (Small),170,0,36,7
McDonald’s,Nonfat Caramel Latte (Medium),220,0,45,9
McDonald’s,Nonfat Caramel Latte (Large),260,0,53,10
McDonald’s,Nonfat Hazelnut Cappuccino (Small),150,0,34,5
McDonald’s,Nonfat Hazelnut Cappuccino (Medium),190,0,43,6
McDonald’s,Nonfat Hazelnut Cappuccino (Large),230,0,51,7
McDonald’s,Nonfat Hazelnut Latte (Small),180,0,37,7
McDonald’s,Nonfat Hazelnut Latte (Medium),220,0,46,9
McDonald’s,Nonfat Hazelnut Latte (Large),260,0,55,10
McDonald’s,Nonfat Vanilla Cappuccino (Small),150,0,34,5
McDonald’s,Nonfat Vanilla Cappuccino (Medium),190,0,42,6
McDonald’s,Nonfat Vanilla Cappuccino (Large),230,0,51,7
McDonald’s,Nonfat Vanilla Latte (Small),180,0,37,7
McDonald’s,Nonfat Vanilla Latte (Medium),220,0,46,9
McDonald’s,Nonfat Vanilla Latte (Large),260,0,55,10
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),50,0,15,5
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),70,0,19,7
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),80,0,22,8
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),80,0,18,7
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),90,0,22,9
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),110,0,27,11
McDonald’s,Mocha with Nonfat Milk (Small),240,5,41,7
McDonald’s,Mocha with Nonfat Milk (Medium),280,6,50,8
McDonald’s,Mocha with Nonfat Milk (Large),330,6,58,10
McDonald’s,Hot Chocolate with Nonfat Milk (Small),250,5,43,8
McDonald’s,Hot Chocolate with Nonfat Milk (Medium),310,6,55,11
McDonald’s,Hot Chocolate with Nonfat Milk (Large),390,6,68,16
McDonald’s,Iced Nonfat Latte (Small),50,0,7,5
McDonald’s,Iced Nonfat Latte (Medium),60,0,9,6
McDonald’s,Iced Nonfat Latte (Large),70,0,11,7
McDonald’s,Iced Nonfat Caramel Latte (Small),140,0,30,3
McDonald’s,Iced Nonfat Caramel Latte (Medium),150,0,32,5
McDonald’s,Iced Nonfat Caramel Latte (Large),190,0,40,6
McDonald’s,Iced Nonfat Hazelnut Latte (Small),140,0,32,3
McDonald’s,Iced Nonfat Hazelnut Latte (Medium),150,0,33,5
McDonald’s,Iced Nonfat Hazelnut Latte (Large),190,0,42,6
McDonald’s,Iced Nonfat Vanilla Latte (Small),140,0,31,3
McDonald’s,Iced Nonfat Vanilla Latte (Medium),150,0,33,5
McDonald’s,Iced Nonfat Vanilla Latte (Large),190,0,41,6
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),40,0,13,4
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),50,0,14,5
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),60,0,19,6
McDonald’s,Iced Mocha with Nonfat Milk (Medium),270,8,43,7
McDonald’s,Iced Nonfat Caramel Mocha (Large),300,6,49,11
McDonald’s,Iced Nonfat Caramel Mocha (Medium),240,6,37,9
McDonald’s,Iced Nonfat Caramel Mocha (Small),200,6,29,6
McDonald’s,Nonfat Caramel Mocha (Large),280,4,49,12
McDonald’s,Nonfat Caramel Mocha (Medium),240,4,41,9
McDonald’s,Nonfat Caramel Mocha (Small),200,4,34,8
McDonald’s,Cappuccino (Small),120,7,9,6
McDonald’s,Cappuccino (Medium),140,8,11,8
McDonald’s,Cappuccino (Large),180,10,13,9
McDonald’s,Latte (Small) ,150,8,11,8
McDonald’s,Latte (Medium),180,10,13,10
McDonald’s,Latte (Large),210,11,16,11
McDonald’s,Caramel Cappuccino (Small),200,5,32,5
McDonald’s,Caramel Cappuccino (Medium),240,6,41,6
McDonald’s,Caramel Cappuccino (Large),290,8,49,8
McDonald’s,Caramel Latte (Small),230,7,35,7
McDonald’s,Caramel Latte (Medium),280,8,43,8
McDonald’s,Caramel Latte (Large),330,9,52,9
McDonald’s,Hazelnut Cappuccino (Small),200,5,34,5
McDonald’s,Hazelnut Cappuccino (Medium),240,6,42,6
McDonald’s,Hazelnut Cappuccino (Large),290,8,51,7
McDonald’s,Hazelnut Latte (Small),230,7,36,7
McDonald’s,Hazelnut Latte (Medium),280,8,45,8
McDonald’s,Hazelnut Latte (Large),330,9,53,9
McDonald’s,Vanilla Cappuccino (Small),200,5,34,5
McDonald’s,Vanilla Cappuccino (Medium),240,6,42,6
McDonald’s,Vanilla Cappuccino (Large),290,8,51,7
McDonald’s,Vanilla Latte (Small),230,7,36,7
McDonald’s,Vanilla Latte (Medium),280,8,44,8
McDonald’s,Vanilla Latte (Large),330,9,53,9
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100,5,15,5
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120,6,18,6
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150,8,22,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130,7,17,7
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160,8,21,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180,10,25,10
McDonald’s,Mocha (Small),280,11,40,6
McDonald’s,Mocha (Medium),330,12,48,7
McDonald’s,Mocha (Large),400,14,58,10
McDonald’s,Hot Chocolate (Small),300,12,41,8
McDonald’s,Hot Chocolate (Medium),380,15,53,10
McDonald’s,Hot Chocolate (Large),460,18,63,13
McDonald’s,Iced Latte (Small),80,4.5,6,4
McDonald’s,Iced Latte (Medium),100,6,8,6
McDonald’s,Iced Latte (Large),140,8,10,7
McDonald’s,Iced Caramel Latte (Small),160,3,29,3
McDonald’s,Iced Caramel Latte (Medium),180,4.5,31,4
McDonald’s,Iced Caramel Latte (Large),230,6,40,6
McDonald’s,Iced Hazelnut Latte (Small),160,3,31,3
McDonald’s,Iced Hazelnut Latte (Medium),180,4.5,33,4
McDonald’s,Iced Hazelnut Latte (Large),230,6,41,6
McDonald’s,Iced Vanilla Latte (Small),160,3,31,3
McDonald’s,Iced Vanilla Latte (Medium),190,4.5,33,5
McDonald’s,Iced Vanilla Latte (Large),230,6,41,6
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60,3,12,3
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90,5,14,5
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110,6,19,6
McDonald’s,Iced Mocha (Medium),310,13,42,7
McDonald’s,Caramel Mocha (Large),360,14,47,10
McDonald’s,Caramel Mocha (Medium),290,12,39,8
McDonald’s,Caramel Mocha (Small),250,11,33,7
McDonald’s,Iced Caramel Mocha (Large),380,16,48,10
McDonald’s,Iced Caramel Mocha (Medium),300,14,36,8
McDonald’s,Iced Caramel Mocha (Small),240,12,29,6
McDonald’s,Frappe Caramel (Small),450,20,61,6
McDonald’s,Frappe Caramel (Medium),550,24,76,8
McDonald’s,Frappe Caramel (Large),680,29,94,10
McDonald’s,Frappe Mocha (Small),450,20,62,7
McDonald’s,Frappe Mocha (Medium),560,24,78,8
McDonald’s,Frappe Mocha (Large),680,28,96,10
McDonald’s,Strawberry Banana Smoothie (Large),330,1,77,3
McDonald’s,Strawberry Banana Smoothie (Medium),260,1,60,2
McDonald’s,Strawberry Banana Smoothie (Small),210,0.5,49,2
McDonald’s,Wild Berry Smoothie (Large),320,1,75,3
McDonald’s,Wild Berry Smoothie (Medium),260,1,60,3
McDonald’s,Wild Berry Smoothie (Small),210,0.5,48,2
Burger King,Whopper® Sandwich,660,40,49,28
Burger King,Whopper® Sandwich with Cheese,740,46,50,32
Burger King,Bacon & Cheese Whopper® Sandwich,790,51,50,35
Burger King,Double Whopper® Sandwich,900,58,49,48
Burger King,Double Whopper® Sandwich with Cheese,980,64,50,52
Burger King,Triple Whopper® Sandwich,1130,75,49,67
Burger King,Triple Whopper® Sandwich with Cheese,1220,82,50,71
Burger King,Whopper JR.® Sandwich,310,18,27,13
Burger King,Bacon King Sandwich,1150,79,49,61
Burger King,Cheddar Bacon King Sandwich,1190,84,50,64
Burger King,Single Quarter Pound King Sandwich,580,29,49,32
Burger King,Double Quarter Pound King Sandwich,900,54,50,56
Burger King,Single Stacker King,700,42,48,35
Burger King,Double Stacker King,1050,68,49,61
Burger King,IMPOSSIBLE Whopper® Sandwich,630,34,58,25
Burger King,Hamburger,240,10,26,13
Burger King,Cheeseburger,280,13,27,15
Burger King,Double Hamburger,350,18,26,21
Burger King,Double Cheeseburger,390,21,27,23
Burger King,Extra Long Cheeseburger,630,37,45,29
Burger King,Bacon Cheeseburger,320,16,27,17
Burger King,Bacon Double Cheeseburger,420,24,27,25
Burger King,Crispy Chicken Sandwich,670,41,54,23
Burger King,Spicy Crispy Chicken Sandwich,700,42,57,25
Burger King,Original Chicken Sandwich,660,40,48,28
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800,52,55,30
Burger King,BBQ Bacon Crispy Chicken Sandwich,790,49,60,28
Burger King,Crispy Chicken Jr.,450,30,34,12
Burger King,Spicy Crispy Chicken Jr.,390,21,37,12
Burger King,Chicken Nuggets- 4pc,170,11,11,8
Burger King,Chicken Nuggets- 6pc,260,16,16,12
Burger King,Chicken Nuggets- 10pc,430,27,27,20
Burger King,Chicken Nuggets- 20pc,860,54,53,39
Burger King,Spicy Chicken Nuggets- 4pc,210,15,11,8
Burger King,Spicy Chicken Nuggets- 6pc,320,22,17,12
Burger King,Spicy Chicken Nuggets- 10 pc,530,37,28,20
Burger King,Spicy Chicken Nuggets- 20 pc,1050,74,56,40
Burger King,Chicken Fries – 9 pc.,280,17,20,13
Burger King,Crispy Taco,170,9,19,5
Burger King,BIG FISH Sandwich,510,28,51,16
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440,25,31,25
Burger King,Club Salad with Crispy Chicken – no dressing,540,33,31,31
Burger King,Garden Side Salad – w/o dressing,60,4,3,4
Burger King,Ken’s Ranch Dressing,260,28,2,1
Burger King,Ken’s Golden Italian Dressing,160,17,4,0
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120,8,14,0
Burger King,Buttery Garlic Croutons- Packet,60,2.5,9,1
Burger King,Onion Rings – value,150,8,19,1
Burger King,Onion Rings – small,320,16,41,3
Burger King,Onion Rings – medium,410,21,53,4
Burger King,Onion Rings – large,500,25,64,5
Burger King,French Fries – value (unsalted),220,9,34,2
Burger King,French Fries – small,320,13,49,4
Burger King,French Fries – medium,380,16,58,4
Burger King,French Fries – large,430,18,66,5
Burger King,Kids Oatmeal,170,3,32,4
Burger King,Chicken Nuggets- 4pc,170,11,11,8
Burger King,Chicken Nuggets- 6pc,260,16,16,12
Burger King,Hamburger,240,10,26,13
Burger King,Cheeseburger,280,13,27,15
Burger King,Mott’s® Natural Applesauce,50,0,13,0
Burger King,Fat FREE Milk (8 fl oz),90,0,13,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160,2.5,26,8
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80,0,20,0
Burger King,PB&J Jamwich,300,16,33,11
Burger King,Soft Serve Cone,190,4.5,32,5
Burger King,Dutch Apple Pie,340,14,51,3
Burger King,HERSHEY®’S Sundae Pie,310,19,32,3
Burger King,Pie made with TWIX®,370,20,45,4
Burger King,OREO® Cookie Cheesecake,350,18,41,6
Burger King,Soft Serve Cone,190,4.5,32,5
Burger King,Soft Serve Cup,170,4.5,28,5
Burger King,HERSHEY®’s Chocolate Sundae,260,5,49,5
Burger King,Caramel Sundae,240,5,42,5
Burger King,Chocolate Chip Cookies (each),160,8,24,2
Burger King,CROISSAN’WICH® Egg & Cheese,340,18,29,12
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500,33,30,19
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370,19,30,17
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370,21,30,14
Burger King,Fully Loaded CROISSAN’WICH®,610,40,31,28
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580,40,31,23
Burger King,Double CROISSAN’WICH® with Sausage,710,52,31,29
Burger King,Double CROISSAN’WICH® with Ham & Sausage,580,38,31,27
Burger King,Fully Loaded Biscuit,640,45,31,28
Burger King,"Ham, Egg, & Cheese Biscuit",400,24,29,17
Burger King,"Sausage, Egg, & Cheese Biscuit",530,38,29,19
Burger King,"Bacon, Egg & Cheese Biscuit",400,26,29,13
Burger King,Sausage Biscuit,420,28,28,12
Burger King,Breakfast Burrito Jr.,370,23,27,15
Burger King,EGG-NORMOUS BURRITOΡ,780,42,68,32
Burger King,BK™ Ultimate Breakfast Platter,930,44,110,24
Burger King,NY Ultimate Platter (Regional menu item),900,46,95,25
Burger King,Pancake and Sausage platter,610,31,72,12
Burger King,Hash Browns – small,250,16,24,2
Burger King,Hash Browns – medium,500,33,48,4
Burger King,Hash Browns – large,670,44,65,5
Burger King,French Toast Sticks (3 piece),230,11,29,3
Burger King,French Toast Sticks (5 piece),380,18,49,5
Burger King,American Cheese (slice),40,3.5,1,2
Burger King,Ketchup (Packet),10,0,3,0
Burger King,Mayonnaise (Packet),80,9,1,0
Burger King,Strawberry or Grape Jam (packet),30,0,7,0
Burger King,Breakfast Syrup (1 oz),120,0,30,0
Burger King,Barbecue Dipping Sauce (1 oz),40,0,11,0
Burger King,Ranch Dipping Sauce (1 oz),140,15,1,1
Burger King,Buffalo Dipping Sauce (1 oz),80,8,2,0
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150,15,3,0
Burger King,Honey Mustard Dipping Sauce (1oz),90,6,8,0
Burger King,Fat FREE Milk (8 fl oz),90,0,13,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160,2.5,26,8
Burger King,Smoothie: Strawberry Banana 16 fl oz,310,1,71,4
Burger King,Oreo® Shake,720,20,118,16
Burger King,Chocolate Oreo® Shake,740,22,121,17
Burger King,Vanilla Milk Shake,580,15,98,14
Burger King,HERSHEY®’S Chocolate Milk Shake,610,16,103,14
Burger King,Strawberry Milk Shake,640,15,113,14
Burger King,Coca Cola classic®‡, , , , 
Burger King,16 fl oz,210,0,58,0
Burger King,20 fl oz,270,0,73,0
Burger King,29 fl oz,290,0,105,0
Burger King,38 fl oz,510,0,138,0
Burger King,Diet Coke®‡, , , , 
Burger King,16 fl oz,0,0,0,0
